law,name,prop,fail,return_code,verdict,error_id,warnings,deck,out,note
LAW25,COMPSH,TYPE1,PUCK,2,BLOCKED:1052,1052,"100214,100214,100214",deck_LAW25_TYPE1_PUCK_0000.rad,deck_LAW25_TYPE1_PUCK_0000.out,CRASURV/COMPSH composite shell card
LAW25,COMPSH,TYPE1,TSAIWU,2,BLOCKED:1052,1052,"100214,100214,100214",deck_LAW25_TYPE1_TSAIWU_0000.rad,deck_LAW25_TYPE1_TSAIWU_0000.out,CRASURV/COMPSH composite shell card
LAW25,COMPSH,TYPE1,CHANG,2,BLOCKED:1052,1052,"100214,100214,100214",deck_LAW25_TYPE1_CHANG_0000.rad,deck_LAW25_TYPE1_CHANG_0000.out,CRASURV/COMPSH composite shell card
LAW25,COMPSH,TYPE1,USER1,2,BLOCKED:1130,1130,"100214,100214,100214",deck_LAW25_TYPE1_USER1_0000.rad,deck_LAW25_TYPE1_USER1_0000.out,CRASURV/COMPSH composite shell card
LAW25,COMPSH,TYPE1,JOHNSON,2,BLOCKED:1052,1052,"100214,100214,3001,100214,3001",deck_LAW25_TYPE1_JOHNSON_0000.rad,deck_LAW25_TYPE1_JOHNSON_0000.out,CRASURV/COMPSH composite shell card
LAW28,HONEYCOMB,TYPE14,base,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW28_TYPE14_base_0000.rad,deck_LAW28_TYPE14_base_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE14,HASHIN,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW28_TYPE14_HASHIN_0000.rad,deck_LAW28_TYPE14_HASHIN_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE14,PUCK,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW28_TYPE14_PUCK_0000.rad,deck_LAW28_TYPE14_PUCK_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE14,TSAIWU,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW28_TYPE14_TSAIWU_0000.rad,deck_LAW28_TYPE14_TSAIWU_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE14,CHANG,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW28_TYPE14_CHANG_0000.rad,deck_LAW28_TYPE14_CHANG_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE14,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW28_TYPE14_USER1_0000.rad,deck_LAW28_TYPE14_USER1_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE14,JOHNSON,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW28_TYPE14_JOHNSON_0000.rad,deck_LAW28_TYPE14_JOHNSON_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE6,base,0,OK,,"100214,100217,100214,100217",deck_LAW28_TYPE6_base_0000.rad,deck_LAW28_TYPE6_base_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE6,HASHIN,0,OK,,"100214,100217,100214,100217",deck_LAW28_TYPE6_HASHIN_0000.rad,deck_LAW28_TYPE6_HASHIN_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE6,PUCK,0,OK,,"100214,100217,100214,100217",deck_LAW28_TYPE6_PUCK_0000.rad,deck_LAW28_TYPE6_PUCK_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE6,TSAIWU,0,OK,,"100214,100217,100214,100217",deck_LAW28_TYPE6_TSAIWU_0000.rad,deck_LAW28_TYPE6_TSAIWU_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE6,CHANG,0,OK,,"100214,100217,100214,100217",deck_LAW28_TYPE6_CHANG_0000.rad,deck_LAW28_TYPE6_CHANG_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE6,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW28_TYPE6_USER1_0000.rad,deck_LAW28_TYPE6_USER1_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE6,JOHNSON,0,OK,,"100214,100217,100214,100217",deck_LAW28_TYPE6_JOHNSON_0000.rad,deck_LAW28_TYPE6_JOHNSON_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE1,base,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW28_TYPE1_base_0000.rad,deck_LAW28_TYPE1_base_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE1,HASHIN,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW28_TYPE1_HASHIN_0000.rad,deck_LAW28_TYPE1_HASHIN_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE1,PUCK,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW28_TYPE1_PUCK_0000.rad,deck_LAW28_TYPE1_PUCK_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE1,TSAIWU,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW28_TYPE1_TSAIWU_0000.rad,deck_LAW28_TYPE1_TSAIWU_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE1,CHANG,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW28_TYPE1_CHANG_0000.rad,deck_LAW28_TYPE1_CHANG_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE1,USER1,2,BLOCKED:1130,1130,"100214,100214,100214",deck_LAW28_TYPE1_USER1_0000.rad,deck_LAW28_TYPE1_USER1_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW28,HONEYCOMB,TYPE1,JOHNSON,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW28_TYPE1_JOHNSON_0000.rad,deck_LAW28_TYPE1_JOHNSON_0000.out,"orthotropic honeycomb, not a fiber composite ply"
LAW42,OGDEN,TYPE14,base,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE14_base_0000.rad,deck_LAW42_TYPE14_base_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE14,HASHIN,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE14_HASHIN_0000.rad,deck_LAW42_TYPE14_HASHIN_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE14,PUCK,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE14_PUCK_0000.rad,deck_LAW42_TYPE14_PUCK_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE14,TSAIWU,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE14_TSAIWU_0000.rad,deck_LAW42_TYPE14_TSAIWU_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE14,CHANG,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE14_CHANG_0000.rad,deck_LAW42_TYPE14_CHANG_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE14,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW42_TYPE14_USER1_0000.rad,deck_LAW42_TYPE14_USER1_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE14,JOHNSON,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE14_JOHNSON_0000.rad,deck_LAW42_TYPE14_JOHNSON_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE6,base,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE6_base_0000.rad,deck_LAW42_TYPE6_base_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE6,HASHIN,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE6_HASHIN_0000.rad,deck_LAW42_TYPE6_HASHIN_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE6,PUCK,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE6_PUCK_0000.rad,deck_LAW42_TYPE6_PUCK_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE6,TSAIWU,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE6_TSAIWU_0000.rad,deck_LAW42_TYPE6_TSAIWU_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE6,CHANG,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE6_CHANG_0000.rad,deck_LAW42_TYPE6_CHANG_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE6,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW42_TYPE6_USER1_0000.rad,deck_LAW42_TYPE6_USER1_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE6,JOHNSON,0,OK,,"100214,100217,100214,100217",deck_LAW42_TYPE6_JOHNSON_0000.rad,deck_LAW42_TYPE6_JOHNSON_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE1,base,0,OK,,"100214,100214,100214",deck_LAW42_TYPE1_base_0000.rad,deck_LAW42_TYPE1_base_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE1,HASHIN,0,OK,,"100214,100214,100214",deck_LAW42_TYPE1_HASHIN_0000.rad,deck_LAW42_TYPE1_HASHIN_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE1,PUCK,0,OK,,"100214,100214,100214",deck_LAW42_TYPE1_PUCK_0000.rad,deck_LAW42_TYPE1_PUCK_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE1,TSAIWU,0,OK,,"100214,100214,100214",deck_LAW42_TYPE1_TSAIWU_0000.rad,deck_LAW42_TYPE1_TSAIWU_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE1,CHANG,0,OK,,"100214,100214,100214",deck_LAW42_TYPE1_CHANG_0000.rad,deck_LAW42_TYPE1_CHANG_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE1,USER1,2,BLOCKED:1130,1130,"100214,100214,100214",deck_LAW42_TYPE1_USER1_0000.rad,deck_LAW42_TYPE1_USER1_0000.out,hyperelastic rubber control
LAW42,OGDEN,TYPE1,JOHNSON,0,OK,,"100214,100214,100214",deck_LAW42_TYPE1_JOHNSON_0000.rad,deck_LAW42_TYPE1_JOHNSON_0000.out,hyperelastic rubber control
LAW53,TSAI_TAB,TYPE14,base,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW53_TYPE14_base_0000.rad,deck_LAW53_TYPE14_base_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE14,HASHIN,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW53_TYPE14_HASHIN_0000.rad,deck_LAW53_TYPE14_HASHIN_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE14,PUCK,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW53_TYPE14_PUCK_0000.rad,deck_LAW53_TYPE14_PUCK_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE14,TSAIWU,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW53_TYPE14_TSAIWU_0000.rad,deck_LAW53_TYPE14_TSAIWU_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE14,CHANG,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW53_TYPE14_CHANG_0000.rad,deck_LAW53_TYPE14_CHANG_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE14,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW53_TYPE14_USER1_0000.rad,deck_LAW53_TYPE14_USER1_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE14,JOHNSON,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW53_TYPE14_JOHNSON_0000.rad,deck_LAW53_TYPE14_JOHNSON_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE6,base,0,OK,,"100214,100217,100214,100217",deck_LAW53_TYPE6_base_0000.rad,deck_LAW53_TYPE6_base_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE6,HASHIN,0,OK,,"100214,100217,100214,100217",deck_LAW53_TYPE6_HASHIN_0000.rad,deck_LAW53_TYPE6_HASHIN_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE6,PUCK,0,OK,,"100214,100217,100214,100217",deck_LAW53_TYPE6_PUCK_0000.rad,deck_LAW53_TYPE6_PUCK_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE6,TSAIWU,0,OK,,"100214,100217,100214,100217",deck_LAW53_TYPE6_TSAIWU_0000.rad,deck_LAW53_TYPE6_TSAIWU_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE6,CHANG,0,OK,,"100214,100217,100214,100217",deck_LAW53_TYPE6_CHANG_0000.rad,deck_LAW53_TYPE6_CHANG_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE6,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW53_TYPE6_USER1_0000.rad,deck_LAW53_TYPE6_USER1_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE6,JOHNSON,0,OK,,"100214,100217,100214,100217",deck_LAW53_TYPE6_JOHNSON_0000.rad,deck_LAW53_TYPE6_JOHNSON_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE1,base,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW53_TYPE1_base_0000.rad,deck_LAW53_TYPE1_base_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE1,HASHIN,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW53_TYPE1_HASHIN_0000.rad,deck_LAW53_TYPE1_HASHIN_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE1,PUCK,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW53_TYPE1_PUCK_0000.rad,deck_LAW53_TYPE1_PUCK_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE1,TSAIWU,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW53_TYPE1_TSAIWU_0000.rad,deck_LAW53_TYPE1_TSAIWU_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE1,CHANG,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW53_TYPE1_CHANG_0000.rad,deck_LAW53_TYPE1_CHANG_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE1,USER1,2,BLOCKED:1130,1130,"100214,100214,100214",deck_LAW53_TYPE1_USER1_0000.rad,deck_LAW53_TYPE1_USER1_0000.out,Tsai tabulated anisotropic law
LAW53,TSAI_TAB,TYPE1,JOHNSON,2,BLOCKED:3046,3046,"100214,100214,100214",deck_LAW53_TYPE1_JOHNSON_0000.rad,deck_LAW53_TYPE1_JOHNSON_0000.out,Tsai tabulated anisotropic law
LAW58,FABR_A,TYPE14,base,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE14_base_0000.rad,deck_LAW58_TYPE14_base_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE14,HASHIN,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE14_HASHIN_0000.rad,deck_LAW58_TYPE14_HASHIN_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE14,PUCK,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE14_PUCK_0000.rad,deck_LAW58_TYPE14_PUCK_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE14,TSAIWU,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE14_TSAIWU_0000.rad,deck_LAW58_TYPE14_TSAIWU_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE14,CHANG,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE14_CHANG_0000.rad,deck_LAW58_TYPE14_CHANG_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE14,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW58_TYPE14_USER1_0000.rad,deck_LAW58_TYPE14_USER1_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE14,JOHNSON,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE14_JOHNSON_0000.rad,deck_LAW58_TYPE14_JOHNSON_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE6,base,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE6_base_0000.rad,deck_LAW58_TYPE6_base_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE6,HASHIN,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE6_HASHIN_0000.rad,deck_LAW58_TYPE6_HASHIN_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE6,PUCK,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE6_PUCK_0000.rad,deck_LAW58_TYPE6_PUCK_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE6,TSAIWU,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE6_TSAIWU_0000.rad,deck_LAW58_TYPE6_TSAIWU_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE6,CHANG,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE6_CHANG_0000.rad,deck_LAW58_TYPE6_CHANG_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE6,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW58_TYPE6_USER1_0000.rad,deck_LAW58_TYPE6_USER1_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE6,JOHNSON,2,BLOCKED:3046,3046,"100214,100217,100214,100217",deck_LAW58_TYPE6_JOHNSON_0000.rad,deck_LAW58_TYPE6_JOHNSON_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE1,base,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW58_TYPE1_base_0000.rad,deck_LAW58_TYPE1_base_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE1,HASHIN,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW58_TYPE1_HASHIN_0000.rad,deck_LAW58_TYPE1_HASHIN_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE1,PUCK,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW58_TYPE1_PUCK_0000.rad,deck_LAW58_TYPE1_PUCK_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE1,TSAIWU,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW58_TYPE1_TSAIWU_0000.rad,deck_LAW58_TYPE1_TSAIWU_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE1,CHANG,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW58_TYPE1_CHANG_0000.rad,deck_LAW58_TYPE1_CHANG_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE1,USER1,2,BLOCKED:1130,1130,"100214,100214,100214",deck_LAW58_TYPE1_USER1_0000.rad,deck_LAW58_TYPE1_USER1_0000.out,fabric anisotropic material
LAW58,FABR_A,TYPE1,JOHNSON,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW58_TYPE1_JOHNSON_0000.rad,deck_LAW58_TYPE1_JOHNSON_0000.out,fabric anisotropic material
LAW62,VISC_HYP,TYPE14,base,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE14_base_0000.rad,deck_LAW62_TYPE14_base_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE14,HASHIN,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE14_HASHIN_0000.rad,deck_LAW62_TYPE14_HASHIN_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE14,PUCK,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE14_PUCK_0000.rad,deck_LAW62_TYPE14_PUCK_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE14,TSAIWU,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE14_TSAIWU_0000.rad,deck_LAW62_TYPE14_TSAIWU_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE14,CHANG,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE14_CHANG_0000.rad,deck_LAW62_TYPE14_CHANG_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE14,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW62_TYPE14_USER1_0000.rad,deck_LAW62_TYPE14_USER1_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE14,JOHNSON,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE14_JOHNSON_0000.rad,deck_LAW62_TYPE14_JOHNSON_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE6,base,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE6_base_0000.rad,deck_LAW62_TYPE6_base_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE6,HASHIN,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE6_HASHIN_0000.rad,deck_LAW62_TYPE6_HASHIN_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE6,PUCK,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE6_PUCK_0000.rad,deck_LAW62_TYPE6_PUCK_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE6,TSAIWU,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE6_TSAIWU_0000.rad,deck_LAW62_TYPE6_TSAIWU_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE6,CHANG,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE6_CHANG_0000.rad,deck_LAW62_TYPE6_CHANG_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE6,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW62_TYPE6_USER1_0000.rad,deck_LAW62_TYPE6_USER1_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE6,JOHNSON,0,OK,,"100214,100217,100214,100217",deck_LAW62_TYPE6_JOHNSON_0000.rad,deck_LAW62_TYPE6_JOHNSON_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE1,base,0,OK,,"100214,100214,100214",deck_LAW62_TYPE1_base_0000.rad,deck_LAW62_TYPE1_base_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE1,HASHIN,0,OK,,"100214,100214,100214",deck_LAW62_TYPE1_HASHIN_0000.rad,deck_LAW62_TYPE1_HASHIN_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE1,PUCK,0,OK,,"100214,100214,100214",deck_LAW62_TYPE1_PUCK_0000.rad,deck_LAW62_TYPE1_PUCK_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE1,TSAIWU,0,OK,,"100214,100214,100214",deck_LAW62_TYPE1_TSAIWU_0000.rad,deck_LAW62_TYPE1_TSAIWU_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE1,CHANG,0,OK,,"100214,100214,100214",deck_LAW62_TYPE1_CHANG_0000.rad,deck_LAW62_TYPE1_CHANG_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE1,USER1,2,BLOCKED:1130,1130,"100214,100214,100214",deck_LAW62_TYPE1_USER1_0000.rad,deck_LAW62_TYPE1_USER1_0000.out,visco-hyperelastic rubber control
LAW62,VISC_HYP,TYPE1,JOHNSON,0,OK,,"100214,100214,100214",deck_LAW62_TYPE1_JOHNSON_0000.rad,deck_LAW62_TYPE1_JOHNSON_0000.out,visco-hyperelastic rubber control
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE14,base,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE14_base_0000.rad,deck_LAW123_TYPE14_base_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE14,HASHIN,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE14_HASHIN_0000.rad,deck_LAW123_TYPE14_HASHIN_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE14,PUCK,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE14_PUCK_0000.rad,deck_LAW123_TYPE14_PUCK_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE14,TSAIWU,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE14_TSAIWU_0000.rad,deck_LAW123_TYPE14_TSAIWU_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE14,CHANG,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE14_CHANG_0000.rad,deck_LAW123_TYPE14_CHANG_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE14,USER1,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE14_USER1_0000.rad,deck_LAW123_TYPE14_USER1_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE14,JOHNSON,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE14_JOHNSON_0000.rad,deck_LAW123_TYPE14_JOHNSON_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE6,base,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE6_base_0000.rad,deck_LAW123_TYPE6_base_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE6,HASHIN,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE6_HASHIN_0000.rad,deck_LAW123_TYPE6_HASHIN_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE6,PUCK,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE6_PUCK_0000.rad,deck_LAW123_TYPE6_PUCK_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE6,TSAIWU,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE6_TSAIWU_0000.rad,deck_LAW123_TYPE6_TSAIWU_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE6,CHANG,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE6_CHANG_0000.rad,deck_LAW123_TYPE6_CHANG_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE6,USER1,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE6_USER1_0000.rad,deck_LAW123_TYPE6_USER1_0000.out,"laminated composite fracture, Pinho"
