law,name,prop,fail,return_code,verdict,error_id,warnings,deck,out,note
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE6,JOHNSON,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW123_TYPE6_JOHNSON_0000.rad,deck_LAW123_TYPE6_JOHNSON_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE1,base,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW123_TYPE1_base_0000.rad,deck_LAW123_TYPE1_base_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE1,HASHIN,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW123_TYPE1_HASHIN_0000.rad,deck_LAW123_TYPE1_HASHIN_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE1,PUCK,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW123_TYPE1_PUCK_0000.rad,deck_LAW123_TYPE1_PUCK_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE1,TSAIWU,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW123_TYPE1_TSAIWU_0000.rad,deck_LAW123_TYPE1_TSAIWU_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE1,CHANG,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW123_TYPE1_CHANG_0000.rad,deck_LAW123_TYPE1_CHANG_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE1,USER1,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW123_TYPE1_USER1_0000.rad,deck_LAW123_TYPE1_USER1_0000.out,"laminated composite fracture, Pinho"
LAW123,LAMINATED_FRACTURE_DAIMLER_PINHO,TYPE1,JOHNSON,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW123_TYPE1_JOHNSON_0000.rad,deck_LAW123_TYPE1_JOHNSON_0000.out,"laminated composite fracture, Pinho"
LAW125,LAMINATED_COMPOSITE,TYPE14,base,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE14_base_0000.rad,deck_LAW125_TYPE14_base_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE14,HASHIN,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE14_HASHIN_0000.rad,deck_LAW125_TYPE14_HASHIN_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE14,PUCK,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE14_PUCK_0000.rad,deck_LAW125_TYPE14_PUCK_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE14,TSAIWU,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE14_TSAIWU_0000.rad,deck_LAW125_TYPE14_TSAIWU_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE14,CHANG,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE14_CHANG_0000.rad,deck_LAW125_TYPE14_CHANG_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE14,USER1,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE14_USER1_0000.rad,deck_LAW125_TYPE14_USER1_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE14,JOHNSON,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE14_JOHNSON_0000.rad,deck_LAW125_TYPE14_JOHNSON_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE6,base,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE6_base_0000.rad,deck_LAW125_TYPE6_base_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE6,HASHIN,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE6_HASHIN_0000.rad,deck_LAW125_TYPE6_HASHIN_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE6,PUCK,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE6_PUCK_0000.rad,deck_LAW125_TYPE6_PUCK_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE6,TSAIWU,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE6_TSAIWU_0000.rad,deck_LAW125_TYPE6_TSAIWU_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE6,CHANG,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE6_CHANG_0000.rad,deck_LAW125_TYPE6_CHANG_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE6,USER1,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE6_USER1_0000.rad,deck_LAW125_TYPE6_USER1_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE6,JOHNSON,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW125_TYPE6_JOHNSON_0000.rad,deck_LAW125_TYPE6_JOHNSON_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE1,base,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW125_TYPE1_base_0000.rad,deck_LAW125_TYPE1_base_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE1,HASHIN,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW125_TYPE1_HASHIN_0000.rad,deck_LAW125_TYPE1_HASHIN_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE1,PUCK,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW125_TYPE1_PUCK_0000.rad,deck_LAW125_TYPE1_PUCK_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE1,TSAIWU,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW125_TYPE1_TSAIWU_0000.rad,deck_LAW125_TYPE1_TSAIWU_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE1,CHANG,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW125_TYPE1_CHANG_0000.rad,deck_LAW125_TYPE1_CHANG_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE1,USER1,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW125_TYPE1_USER1_0000.rad,deck_LAW125_TYPE1_USER1_0000.out,laminated composite with built-in failure
LAW125,LAMINATED_COMPOSITE,TYPE1,JOHNSON,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW125_TYPE1_JOHNSON_0000.rad,deck_LAW125_TYPE1_JOHNSON_0000.out,laminated composite with built-in failure
LAW127,ENHANCED_COMPOSITE,TYPE14,base,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE14_base_0000.rad,deck_LAW127_TYPE14_base_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE14,HASHIN,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE14_HASHIN_0000.rad,deck_LAW127_TYPE14_HASHIN_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE14,PUCK,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE14_PUCK_0000.rad,deck_LAW127_TYPE14_PUCK_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE14,TSAIWU,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE14_TSAIWU_0000.rad,deck_LAW127_TYPE14_TSAIWU_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE14,CHANG,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE14_CHANG_0000.rad,deck_LAW127_TYPE14_CHANG_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE14,USER1,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE14_USER1_0000.rad,deck_LAW127_TYPE14_USER1_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE14,JOHNSON,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE14_JOHNSON_0000.rad,deck_LAW127_TYPE14_JOHNSON_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE6,base,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE6_base_0000.rad,deck_LAW127_TYPE6_base_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE6,HASHIN,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE6_HASHIN_0000.rad,deck_LAW127_TYPE6_HASHIN_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE6,PUCK,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE6_PUCK_0000.rad,deck_LAW127_TYPE6_PUCK_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE6,TSAIWU,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE6_TSAIWU_0000.rad,deck_LAW127_TYPE6_TSAIWU_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE6,CHANG,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE6_CHANG_0000.rad,deck_LAW127_TYPE6_CHANG_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE6,USER1,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE6_USER1_0000.rad,deck_LAW127_TYPE6_USER1_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE6,JOHNSON,2,BLOCKED:3068,3068,"100214,100217,100214,100217",deck_LAW127_TYPE6_JOHNSON_0000.rad,deck_LAW127_TYPE6_JOHNSON_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE1,base,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW127_TYPE1_base_0000.rad,deck_LAW127_TYPE1_base_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE1,HASHIN,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW127_TYPE1_HASHIN_0000.rad,deck_LAW127_TYPE1_HASHIN_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE1,PUCK,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW127_TYPE1_PUCK_0000.rad,deck_LAW127_TYPE1_PUCK_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE1,TSAIWU,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW127_TYPE1_TSAIWU_0000.rad,deck_LAW127_TYPE1_TSAIWU_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE1,CHANG,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW127_TYPE1_CHANG_0000.rad,deck_LAW127_TYPE1_CHANG_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE1,USER1,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW127_TYPE1_USER1_0000.rad,deck_LAW127_TYPE1_USER1_0000.out,enhanced composite
LAW127,ENHANCED_COMPOSITE,TYPE1,JOHNSON,2,BLOCKED:3068,3068,"100214,100214,100214",deck_LAW127_TYPE1_JOHNSON_0000.rad,deck_LAW127_TYPE1_JOHNSON_0000.out,enhanced composite
LAW128,HILL_VISC_PLAST,TYPE14,base,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW128_TYPE14_base_0000.rad,deck_LAW128_TYPE14_base_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE14,HASHIN,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW128_TYPE14_HASHIN_0000.rad,deck_LAW128_TYPE14_HASHIN_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE14,PUCK,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW128_TYPE14_PUCK_0000.rad,deck_LAW128_TYPE14_PUCK_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE14,TSAIWU,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW128_TYPE14_TSAIWU_0000.rad,deck_LAW128_TYPE14_TSAIWU_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE14,CHANG,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW128_TYPE14_CHANG_0000.rad,deck_LAW128_TYPE14_CHANG_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE14,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW128_TYPE14_USER1_0000.rad,deck_LAW128_TYPE14_USER1_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE14,JOHNSON,2,BLOCKED:3047,3047,"100214,100217,100214,100217",deck_LAW128_TYPE14_JOHNSON_0000.rad,deck_LAW128_TYPE14_JOHNSON_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE6,base,0,OK,,"100214,100217,100214,100217",deck_LAW128_TYPE6_base_0000.rad,deck_LAW128_TYPE6_base_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE6,HASHIN,0,OK,,"100214,100217,100214,100217",deck_LAW128_TYPE6_HASHIN_0000.rad,deck_LAW128_TYPE6_HASHIN_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE6,PUCK,0,OK,,"100214,100217,100214,100217",deck_LAW128_TYPE6_PUCK_0000.rad,deck_LAW128_TYPE6_PUCK_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE6,TSAIWU,0,OK,,"100214,100217,100214,100217",deck_LAW128_TYPE6_TSAIWU_0000.rad,deck_LAW128_TYPE6_TSAIWU_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE6,CHANG,0,OK,,"100214,100217,100214,100217",deck_LAW128_TYPE6_CHANG_0000.rad,deck_LAW128_TYPE6_CHANG_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE6,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW128_TYPE6_USER1_0000.rad,deck_LAW128_TYPE6_USER1_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE6,JOHNSON,0,OK,,"100214,100217,100214,100217",deck_LAW128_TYPE6_JOHNSON_0000.rad,deck_LAW128_TYPE6_JOHNSON_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE1,base,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW128_TYPE1_base_0000.rad,deck_LAW128_TYPE1_base_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE1,HASHIN,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW128_TYPE1_HASHIN_0000.rad,deck_LAW128_TYPE1_HASHIN_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE1,PUCK,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW128_TYPE1_PUCK_0000.rad,deck_LAW128_TYPE1_PUCK_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE1,TSAIWU,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW128_TYPE1_TSAIWU_0000.rad,deck_LAW128_TYPE1_TSAIWU_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE1,CHANG,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW128_TYPE1_CHANG_0000.rad,deck_LAW128_TYPE1_CHANG_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE1,USER1,2,BLOCKED:1130,1130,"100214,100214,100214",deck_LAW128_TYPE1_USER1_0000.rad,deck_LAW128_TYPE1_USER1_0000.out,Hill anisotropic viscoplastic metal
LAW128,HILL_VISC_PLAST,TYPE1,JOHNSON,2,BLOCKED:3047,3047,"100214,100214,100214",deck_LAW128_TYPE1_JOHNSON_0000.rad,deck_LAW128_TYPE1_JOHNSON_0000.out,Hill anisotropic viscoplastic metal
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE14,base,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE14_base_0000.rad,deck_LAW132_TYPE14_base_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE14,HASHIN,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE14_HASHIN_0000.rad,deck_LAW132_TYPE14_HASHIN_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE14,PUCK,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE14_PUCK_0000.rad,deck_LAW132_TYPE14_PUCK_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE14,TSAIWU,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE14_TSAIWU_0000.rad,deck_LAW132_TYPE14_TSAIWU_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE14,CHANG,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE14_CHANG_0000.rad,deck_LAW132_TYPE14_CHANG_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE14,USER1,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE14_USER1_0000.rad,deck_LAW132_TYPE14_USER1_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE14,JOHNSON,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE14_JOHNSON_0000.rad,deck_LAW132_TYPE14_JOHNSON_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE6,base,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE6_base_0000.rad,deck_LAW132_TYPE6_base_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE6,HASHIN,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE6_HASHIN_0000.rad,deck_LAW132_TYPE6_HASHIN_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE6,PUCK,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE6_PUCK_0000.rad,deck_LAW132_TYPE6_PUCK_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE6,TSAIWU,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE6_TSAIWU_0000.rad,deck_LAW132_TYPE6_TSAIWU_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE6,CHANG,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE6_CHANG_0000.rad,deck_LAW132_TYPE6_CHANG_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE6,USER1,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE6_USER1_0000.rad,deck_LAW132_TYPE6_USER1_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE6,JOHNSON,2,BLOCKED:3033,3033,"100214,100217,100214,100217",deck_LAW132_TYPE6_JOHNSON_0000.rad,deck_LAW132_TYPE6_JOHNSON_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE1,base,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW132_TYPE1_base_0000.rad,deck_LAW132_TYPE1_base_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE1,HASHIN,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW132_TYPE1_HASHIN_0000.rad,deck_LAW132_TYPE1_HASHIN_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE1,PUCK,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW132_TYPE1_PUCK_0000.rad,deck_LAW132_TYPE1_PUCK_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE1,TSAIWU,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW132_TYPE1_TSAIWU_0000.rad,deck_LAW132_TYPE1_TSAIWU_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE1,CHANG,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW132_TYPE1_CHANG_0000.rad,deck_LAW132_TYPE1_CHANG_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE1,USER1,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW132_TYPE1_USER1_0000.rad,deck_LAW132_TYPE1_USER1_0000.out,"laminated composite fracture, Camanho"
LAW132,LAMINATED_FRACTURE_DAIMLER_CAMANHO,TYPE1,JOHNSON,2,BLOCKED:3033,3033,"100214,100214,100214",deck_LAW132_TYPE1_JOHNSON_0000.rad,deck_LAW132_TYPE1_JOHNSON_0000.out,"laminated composite fracture, Camanho"
LAW158,FABR_NL,TYPE14,base,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE14_base_0000.rad,deck_LAW158_TYPE14_base_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE14,HASHIN,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE14_HASHIN_0000.rad,deck_LAW158_TYPE14_HASHIN_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE14,PUCK,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE14_PUCK_0000.rad,deck_LAW158_TYPE14_PUCK_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE14,TSAIWU,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE14_TSAIWU_0000.rad,deck_LAW158_TYPE14_TSAIWU_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE14,CHANG,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE14_CHANG_0000.rad,deck_LAW158_TYPE14_CHANG_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE14,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW158_TYPE14_USER1_0000.rad,deck_LAW158_TYPE14_USER1_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE14,JOHNSON,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE14_JOHNSON_0000.rad,deck_LAW158_TYPE14_JOHNSON_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE6,base,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE6_base_0000.rad,deck_LAW158_TYPE6_base_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE6,HASHIN,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE6_HASHIN_0000.rad,deck_LAW158_TYPE6_HASHIN_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE6,PUCK,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE6_PUCK_0000.rad,deck_LAW158_TYPE6_PUCK_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE6,TSAIWU,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE6_TSAIWU_0000.rad,deck_LAW158_TYPE6_TSAIWU_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE6,CHANG,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE6_CHANG_0000.rad,deck_LAW158_TYPE6_CHANG_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE6,USER1,2,BLOCKED:1130,1130,"100214,100217,100214,100217",deck_LAW158_TYPE6_USER1_0000.rad,deck_LAW158_TYPE6_USER1_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE6,JOHNSON,2,BLOCKED:1581,1581,"100214,100217,100214,100217",deck_LAW158_TYPE6_JOHNSON_0000.rad,deck_LAW158_TYPE6_JOHNSON_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE1,base,2,BLOCKED:1581,1581,"100214,100214,100214",deck_LAW158_TYPE1_base_0000.rad,deck_LAW158_TYPE1_base_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE1,HASHIN,2,BLOCKED:1581,1581,"100214,100214,100214",deck_LAW158_TYPE1_HASHIN_0000.rad,deck_LAW158_TYPE1_HASHIN_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE1,PUCK,2,BLOCKED:1581,1581,"100214,100214,100214",deck_LAW158_TYPE1_PUCK_0000.rad,deck_LAW158_TYPE1_PUCK_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE1,TSAIWU,2,BLOCKED:1581,1581,"100214,100214,100214",deck_LAW158_TYPE1_TSAIWU_0000.rad,deck_LAW158_TYPE1_TSAIWU_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE1,CHANG,2,BLOCKED:1581,1581,"100214,100214,100214",deck_LAW158_TYPE1_CHANG_0000.rad,deck_LAW158_TYPE1_CHANG_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE1,USER1,2,BLOCKED:1130,1130,"100214,100214,100214",deck_LAW158_TYPE1_USER1_0000.rad,deck_LAW158_TYPE1_USER1_0000.out,nonlinear fabric material
LAW158,FABR_NL,TYPE1,JOHNSON,2,BLOCKED:1581,1581,"100214,100214,100214",deck_LAW158_TYPE1_JOHNSON_0000.rad,deck_LAW158_TYPE1_JOHNSON_0000.out,nonlinear fabric material
