law,mechanism,family,description,iorth,ip,angle_deg,analytic_gpa,job,starter_check_rc,starter_rc,engine_rc,e_global_stress_gpa,e_global_reaction_gpa,e_cell_stress_gpa,sigma_x_mean_pa,strain_x_cell,strain_x_engineering,reaction_force_x_n,reaction_sigma_x_pa,rel_err_pct,angle_pass,combo_pass_count,verdict,error,vtk_path
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,0,1,0.0,171.4,ori_law12_M5_inibri_ortho_ip1_io0_a000,0,0,0,171.23943863142526,171.6416699584078,171.39848383412087,85699776.0,0.0005000031160307117,0.000500467513120384,8590.107971191406,85901079.71191406,0.09367641107044197,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io0_a000/ori_law12_M5_inibri_ortho_ip1_io0_a000A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,0,1,30.0,22.267164983219914,ori_law12_M5_inibri_ortho_ip1_io0_a030,0,0,0,22.213085755734593,22.387616889477897,104.89174541300993,11116650.0,0.0001059821242961334,0.0005004550075682346,1120.3994979858398,11203994.979858398,0.24286534691809245,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io0_a030/ori_law12_M5_inibri_ortho_ip1_io0_a030A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,0,1,45.0,13.277196220353677,ori_law12_M5_inibri_ortho_ip1_io0_a045,0,0,0,13.271242154653473,12.99321005448892,35.32614703745331,6641858.75,0.00018801537407853175,0.0005004700142308138,650.2712020874023,6502712.020874023,0.04484429996655075,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io0_a045/ori_law12_M5_inibri_ortho_ip1_io0_a045A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,0,1,60.0,10.303106998372343,ori_law12_M5_inibri_ortho_ip1_io0_a060,0,0,0,10.301395685866106,10.492898997110425,16.14938070385093,5155720.0,0.0003192518706782721,0.000500487522003823,525.1565017700195,5251565.017700195,0.016609674212908578,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io0_a060/ori_law12_M5_inibri_ortho_ip1_io0_a060A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,0,1,90.0,9.08,ori_law12_M5_inibri_ortho_ip1_io0_a090,0,0,0,9.065303980939104,8.772514115231274,9.08110004530705,4537252.5,0.0004996368807042018,0.0005005074854125269,439.0708980560303,4390708.980560303,0.16185043018607842,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io0_a090/ori_law12_M5_inibri_ortho_ip1_io0_a090A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,1,1,0.0,171.4,ori_law12_M5_inibri_ortho_ip1_io1_a000,0,0,0,171.30042760513442,170.9839072982084,171.41182990544542,85730299.0,0.0005001422541681677,0.000500467513120384,8557.189086914062,85571890.86914062,0.05809357926812723,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io1_a000/ori_law12_M5_inibri_ortho_ip1_io1_a000A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,1,1,30.0,22.267164983219914,ori_law12_M5_inibri_ortho_ip1_io1_a030,0,0,0,22.380221708675695,22.67958195633346,106.55469253153157,11200350.0,0.00010511362506804289,0.0005004575086786645,1135.0167083740234,11350167.083740234,0.5077284222799683,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io1_a030/ori_law12_M5_inibri_ortho_ip1_io1_a030A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,1,1,45.0,13.277196220353677,ori_law12_M5_inibri_ortho_ip1_io1_a045,0,0,0,13.253181632058745,12.858542791788942,35.35100165163109,6632820.0,0.00018762749823508784,0.0005004700142308138,643.5315093994141,6435315.093994141,0.18087093009981678,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io1_a045/ori_law12_M5_inibri_ortho_ip1_io1_a045A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,1,1,60.0,10.303106998372343,ori_law12_M5_inibri_ortho_ip1_io1_a060,0,0,0,10.224404400486529,10.27625154677365,16.119492887632443,5117161.25,0.0003174517514707986,0.0005004850208933931,514.3109970092773,5143109.970092773,0.7638724697146976,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io1_a060/ori_law12_M5_inibri_ortho_ip1_io1_a060A001.vtk
LAW12,M5_inibri_ortho_ip1,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with neutral Ip=1 property,1,1,90.0,9.08,ori_law12_M5_inibri_ortho_ip1_io1_a090,0,0,0,9.01507496192797,9.476133953627766,9.063196611701676,4512112.5,0.0004978500073775649,0.0005005074854125269,474.28759765625,4742875.9765625,0.7150334589430519,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip1_io1_a090/ori_law12_M5_inibri_ortho_ip1_io1_a090A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,0,20,0.0,171.4,ori_law12_M5_inibri_ortho_ip20_io0_a000,0,0,0,171.23943863142526,171.6416699584078,171.39848383412087,85699776.0,0.0005000031160307117,0.000500467513120384,8590.107971191406,85901079.71191406,0.09367641107044197,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io0_a000/ori_law12_M5_inibri_ortho_ip20_io0_a000A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,0,20,30.0,22.267164983219914,ori_law12_M5_inibri_ortho_ip20_io0_a030,0,0,0,22.213085755734593,22.387616889477897,104.89174541300993,11116650.0,0.0001059821242961334,0.0005004550075682346,1120.3994979858398,11203994.979858398,0.24286534691809245,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io0_a030/ori_law12_M5_inibri_ortho_ip20_io0_a030A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,0,20,45.0,13.277196220353677,ori_law12_M5_inibri_ortho_ip20_io0_a045,0,0,0,13.271242154653473,12.99321005448892,35.32614703745331,6641858.75,0.00018801537407853175,0.0005004700142308138,650.2712020874023,6502712.020874023,0.04484429996655075,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io0_a045/ori_law12_M5_inibri_ortho_ip20_io0_a045A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,0,20,60.0,10.303106998372343,ori_law12_M5_inibri_ortho_ip20_io0_a060,0,0,0,10.301395685866106,10.492898997110425,16.14938070385093,5155720.0,0.0003192518706782721,0.000500487522003823,525.1565017700195,5251565.017700195,0.016609674212908578,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io0_a060/ori_law12_M5_inibri_ortho_ip20_io0_a060A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,0,20,90.0,9.08,ori_law12_M5_inibri_ortho_ip20_io0_a090,0,0,0,9.065303980939104,8.772514115231274,9.08110004530705,4537252.5,0.0004996368807042018,0.0005005074854125269,439.0708980560303,4390708.980560303,0.16185043018607842,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io0_a090/ori_law12_M5_inibri_ortho_ip20_io0_a090A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,1,20,0.0,171.4,ori_law12_M5_inibri_ortho_ip20_io1_a000,0,0,0,171.30042760513442,170.9839072982084,171.41182990544542,85730299.0,0.0005001422541681677,0.000500467513120384,8557.189086914062,85571890.86914062,0.05809357926812723,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io1_a000/ori_law12_M5_inibri_ortho_ip20_io1_a000A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,1,20,30.0,22.267164983219914,ori_law12_M5_inibri_ortho_ip20_io1_a030,0,0,0,22.380221708675695,22.67958195633346,106.55469253153157,11200350.0,0.00010511362506804289,0.0005004575086786645,1135.0167083740234,11350167.083740234,0.5077284222799683,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io1_a030/ori_law12_M5_inibri_ortho_ip20_io1_a030A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,1,20,45.0,13.277196220353677,ori_law12_M5_inibri_ortho_ip20_io1_a045,0,0,0,13.253181632058745,12.858542791788942,35.35100165163109,6632820.0,0.00018762749823508784,0.0005004700142308138,643.5315093994141,6435315.093994141,0.18087093009981678,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io1_a045/ori_law12_M5_inibri_ortho_ip20_io1_a045A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,1,20,60.0,10.303106998372343,ori_law12_M5_inibri_ortho_ip20_io1_a060,0,0,0,10.224404400486529,10.27625154677365,16.119492887632443,5117161.25,0.0003174517514707986,0.0005004850208933931,514.3109970092773,5143109.970092773,0.7638724697146976,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io1_a060/ori_law12_M5_inibri_ortho_ip20_io1_a060A001.vtk
LAW12,M5_inibri_ortho_ip20,M5_inibri_ortho,/INIBRI/ORTHO global g1/g2 axes with source-documented Ip=20,1,20,90.0,9.08,ori_law12_M5_inibri_ortho_ip20_io1_a090,0,0,0,9.01507496192797,9.476133953627766,9.063196611701676,4512112.5,0.0004978500073775649,0.0005005074854125269,474.28759765625,4742875.9765625,0.7150334589430519,True,5,PASS,,references/orientation_probe_decks/runs/ori_law12_M5_inibri_ortho_ip20_io1_a090/ori_law12_M5_inibri_ortho_ip20_io1_a090A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,0,21,0.0,171.4,ori_law12_M6_point_ip21_io0_a000,0,0,0,171.21857613840368,171.61954952830914,171.4012943848945,85689335.0,0.0004999340017093346,0.000500467513120384,8589.000915527344,85890009.15527344,0.10584822730239994,True,4,PASS,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io0_a000/ori_law12_M6_point_ip21_io0_a000A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,0,21,30.0,22.267164983219914,ori_law12_M6_point_ip21_io0_a030,0,0,0,22.801589267216748,22.992273970488103,109.1696949442206,11411112.5,0.00010452637525304453,0.0005004525064578047,1150.6541137695312,11506541.137695312,2.400055347861145,False,4,PASS,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io0_a030/ori_law12_M6_point_ip21_io0_a030A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,0,21,45.0,13.277196220353677,ori_law12_M6_point_ip21_io0_a045,0,0,0,13.531335159825941,13.54604021665887,37.255383330332265,6772027.5,0.0001817731263145106,0.0005004700142308138,677.9386940002441,6779386.940002441,1.914100953653719,True,4,PASS,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io0_a045/ori_law12_M6_point_ip21_io0_a045A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,0,21,60.0,10.303106998372343,ori_law12_M6_point_ip21_io0_a060,0,0,0,10.401095502733993,10.533192244965926,16.836688076841632,5205592.5,0.00030918150150682777,0.0005004850208933931,527.1704940795898,5271704.940795898,0.9510578156388206,True,4,PASS,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io0_a060/ori_law12_M6_point_ip21_io0_a060A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,0,21,90.0,9.08,ori_law12_M6_point_ip21_io0_a090,0,0,0,9.0675042477325,8.767311418521723,9.087912978852426,4538353.75,0.0004993834954802878,0.0005005074854125269,438.8104991912842,4388104.991912842,0.1376184170429507,True,4,PASS,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io0_a090/ori_law12_M6_point_ip21_io0_a090A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,1,21,0.0,171.4,ori_law12_M6_point_ip21_io1_a000,0,0,0,9.032780768633666,9.488475211158082,9.070298395422894,4520410.0,0.0004983750040992163,0.0005004450031265151,474.8460006713867,4748460.006713867,94.72999955155562,False,1,FAIL,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io1_a000/ori_law12_M6_point_ip21_io1_a000A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,1,21,30.0,22.267164983219914,ori_law12_M6_point_ip21_io1_a030,0,0,0,21.858061176088615,21.91015652576595,15.63298038494206,10932637.5,0.0006993316201260313,0.0005001650151825743,1095.8693771362305,10958693.771362305,1.837251430254325,True,1,FAIL,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io1_a030/ori_law12_M6_point_ip21_io1_a030A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,1,21,45.0,13.277196220353677,ori_law12_M6_point_ip21_io1_a045,0,0,0,43.89333991877648,43.92505528040902,32.23466391974501,21950400.0,0.0006809563783463091,0.0005000849796488183,2196.6260375976562,21966260.375976562,230.59193515185737,False,1,FAIL,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io1_a045/ori_law12_M6_point_ip21_io1_a045A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,1,21,60.0,10.303106998372343,ori_law12_M6_point_ip21_io1_a060,0,0,0,89.61241745381582,89.2642465493473,98.24090225661519,44828612.5,0.00045631311877514236,0.000500250007462455,4465.444000244141,44654440.002441406,769.7611067027892,False,1,FAIL,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io1_a060/ori_law12_M6_point_ip21_io1_a060A001.vtk
LAW12,M6_point_ip21,M6_source_point,source-driven Pt mode: fiber from point P toward element centroid,1,21,90.0,9.08,ori_law12_M6_point_ip21_io1_a090,0,0,0,171.48653359115394,171.09389966730075,171.9244879655611,85823439.0,0.0004991926398361102,0.000500467513120384,8562.69384765625,85626938.4765625,1788.618211356321,False,1,FAIL,,references/orientation_probe_decks/runs/ori_law12_M6_point_ip21_io1_a090/ori_law12_M6_point_ip21_io1_a090A001.vtk
LAW12,M6_vphi_ip23,M6_source_vector_phi,source-driven Vj+Phi mode,0,23,0.0,171.4,ori_law12_M6_vphi_ip23_io0_a000,2,,,,,,,,,,,,False,0,BLOCKED,                  2\nunsupported field exists\nSOLUTION :     \n    Please check input format and fields description defined in the Reference Guide.\nLAW12 TYPE6 M6_vphi_ip23 theta 0.0 Iorth 0\n .. UNITS SYSTEM                                                                         \n .. CONTROL VARIABLES                                                                    \n .. STARTER RUNNING ON    4 THREADS\n .. FUNCTIONS & TABLES\n .. MATERIALS                                                                            \n .. NODES                                                                                \n .. PROPERTIES                                                                           \n .. 3D SOLID ELEMENTS                                                                    \n .. SUBSETS\n .. ELEMENT GROUPS\n .. PART GROUPS\n .. NODE GROUP\n .. BOUNDARY CONDITIONS                                                                  \n .. IMPOSED VELOCITIES                                                                   \n .. DOMAIN DECOMPOSITION\n .. ELEMENT GROUPS                                                                       \n .. ELEMENT BUFFER INITIALIZATION                                                        \n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n .. GEOMETRY PLOT FILE                                                                   \n .. ERROR ==> NO RESTART FILE                                                            \n  \n------------------------------------------------------------------------\n  \n                   ** COMPUTE TIME INFORMATION **\n  \n EXECUTION STARTED      :      2026/04/29  19:05:49\n EXECUTION COMPLETED    :      2026/04/29  19:05:49\n  \n ELAPSED TIME...........=          0.24 s\n                               00:00:00\n  \n------------------------------------------------------------------------\n\n\n\n     ERROR TERMINATION                  \n     ------------------                                                                  \n             16 ERROR(S)            \n              1 WARNING(S)          \n\n\n\n\nPLEASE CHECK LISTING FILE FOR FURTHER DETAILS\n\n\n,
LAW12,M6_vphi_ip23,M6_source_vector_phi,source-driven Vj+Phi mode,0,23,30.0,22.267164983219914,ori_law12_M6_vphi_ip23_io0_a030,2,,,,,,,,,,,,False,0,BLOCKED,                 2\nunsupported field exists\nSOLUTION :     \n    Please check input format and fields description defined in the Reference Guide.\nLAW12 TYPE6 M6_vphi_ip23 theta 30.0 Iorth 0\n .. UNITS SYSTEM                                                                         \n .. CONTROL VARIABLES                                                                    \n .. STARTER RUNNING ON    4 THREADS\n .. FUNCTIONS & TABLES\n .. MATERIALS                                                                            \n .. NODES                                                                                \n .. PROPERTIES                                                                           \n .. 3D SOLID ELEMENTS                                                                    \n .. SUBSETS\n .. ELEMENT GROUPS\n .. PART GROUPS\n .. NODE GROUP\n .. BOUNDARY CONDITIONS                                                                  \n .. IMPOSED VELOCITIES                                                                   \n .. DOMAIN DECOMPOSITION\n .. ELEMENT GROUPS                                                                       \n .. ELEMENT BUFFER INITIALIZATION                                                        \n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n .. GEOMETRY PLOT FILE                                                                   \n .. ERROR ==> NO RESTART FILE                                                            \n  \n------------------------------------------------------------------------\n  \n                   ** COMPUTE TIME INFORMATION **\n  \n EXECUTION STARTED      :      2026/04/29  19:05:49\n EXECUTION COMPLETED    :      2026/04/29  19:05:49\n  \n ELAPSED TIME...........=          0.24 s\n                               00:00:00\n  \n------------------------------------------------------------------------\n\n\n\n     ERROR TERMINATION                  \n     ------------------                                                                  \n             16 ERROR(S)            \n              1 WARNING(S)          \n\n\n\n\nPLEASE CHECK LISTING FILE FOR FURTHER DETAILS\n\n\n,
LAW12,M6_vphi_ip23,M6_source_vector_phi,source-driven Vj+Phi mode,0,23,45.0,13.277196220353677,ori_law12_M6_vphi_ip23_io0_a045,2,,,,,,,,,,,,False,0,BLOCKED,                 2\nunsupported field exists\nSOLUTION :     \n    Please check input format and fields description defined in the Reference Guide.\nLAW12 TYPE6 M6_vphi_ip23 theta 45.0 Iorth 0\n .. UNITS SYSTEM                                                                         \n .. CONTROL VARIABLES                                                                    \n .. STARTER RUNNING ON    4 THREADS\n .. FUNCTIONS & TABLES\n .. MATERIALS                                                                            \n .. NODES                                                                                \n .. PROPERTIES                                                                           \n .. 3D SOLID ELEMENTS                                                                    \n .. SUBSETS\n .. ELEMENT GROUPS\n .. PART GROUPS\n .. NODE GROUP\n .. BOUNDARY CONDITIONS                                                                  \n .. IMPOSED VELOCITIES                                                                   \n .. DOMAIN DECOMPOSITION\n .. ELEMENT GROUPS                                                                       \n .. ELEMENT BUFFER INITIALIZATION                                                        \n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n .. GEOMETRY PLOT FILE                                                                   \n .. ERROR ==> NO RESTART FILE                                                            \n  \n------------------------------------------------------------------------\n  \n                   ** COMPUTE TIME INFORMATION **\n  \n EXECUTION STARTED      :      2026/04/29  19:05:50\n EXECUTION COMPLETED    :      2026/04/29  19:05:50\n  \n ELAPSED TIME...........=          0.24 s\n                               00:00:00\n  \n------------------------------------------------------------------------\n\n\n\n     ERROR TERMINATION                  \n     ------------------                                                                  \n             16 ERROR(S)            \n              1 WARNING(S)          \n\n\n\n\nPLEASE CHECK LISTING FILE FOR FURTHER DETAILS\n\n\n,
LAW12,M6_vphi_ip23,M6_source_vector_phi,source-driven Vj+Phi mode,0,23,60.0,10.303106998372343,ori_law12_M6_vphi_ip23_io0_a060,2,,,,,,,,,,,,False,0,BLOCKED,                 2\nunsupported field exists\nSOLUTION :     \n    Please check input format and fields description defined in the Reference Guide.\nLAW12 TYPE6 M6_vphi_ip23 theta 60.0 Iorth 0\n .. UNITS SYSTEM                                                                         \n .. CONTROL VARIABLES                                                                    \n .. STARTER RUNNING ON    4 THREADS\n .. FUNCTIONS & TABLES\n .. MATERIALS                                                                            \n .. NODES                                                                                \n .. PROPERTIES                                                                           \n .. 3D SOLID ELEMENTS                                                                    \n .. SUBSETS\n .. ELEMENT GROUPS\n .. PART GROUPS\n .. NODE GROUP\n .. BOUNDARY CONDITIONS                                                                  \n .. IMPOSED VELOCITIES                                                                   \n .. DOMAIN DECOMPOSITION\n .. ELEMENT GROUPS                                                                       \n .. ELEMENT BUFFER INITIALIZATION                                                        \n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n\nERROR ID :   1920\n** ERROR IN ORTHOTROPIC SOLID PROPERTY\n .. GEOMETRY PLOT FILE                                                                   \n .. ERROR ==> NO RESTART FILE                                                            \n  \n------------------------------------------------------------------------\n  \n                   ** COMPUTE TIME INFORMATION **\n  \n EXECUTION STARTED      :      2026/04/29  19:05:50\n EXECUTION COMPLETED    :      2026/04/29  19:05:50\n  \n ELAPSED TIME...........=          0.25 s\n                               00:00:00\n  \n------------------------------------------------------------------------\n\n\n\n     ERROR TERMINATION                  \n     ------------------                                                                  \n             16 ERROR(S)            \n              1 WARNING(S)          \n\n\n\n\nPLEASE CHECK LISTING FILE FOR FURTHER DETAILS\n\n\n,
